통,반,법정동,지번
1,2,대야동,89
1,2,대야동,90
1,2,대야동,99
1,2,대야동,101
1,2,대야동,102
1,2,대야동,108
1,2,대야동,117
1,2,대야동,118
1,2,대야동,122
1,2,대야동,123
1,3,대야동,17
1,3,대야동,36-2
1,3,대야동,39
1,3,대야동,41
1,3,대야동,52
1,3,대야동,53
1,3,대야동,57
1,3,대야동,59
1,4,대야동,148
1,4,대야동,149
1,4,대야동,160
1,4,대야동,161
1,4,대야동,162
1,4,대야동,164
1,4,대야동,167
1,4,대야동,170
1,4,대야동,175
1,4,대야동,202
1,4,대야동,204
1,4,대야동,208
1,4,대야동,211
1,4,대야동,212
1,4,대야동,216
1,4,대야동,218
1,4,대야동,220
1,4,대야동,221
1,4,대야동,223
1,4,대야동,225
1,4,대야동,228
1,4,대야동,231
1,4,대야동,232
1,4,대야동,238
1,4,대야동,239
1,4,대야동,420-23
2,1,대야동,1-10
2,1,대야동,1-11
2,1,대야동,1-14
2,1,대야동,1-17
2,1,대야동,1-29
2,1,대야동,1-31
2,1,대야동,1-34
2,1,대야동,1-35
2,1,대야동,1-38
2,1,대야동,1-40
2,1,대야동,1-42
2,1,대야동,1-43
2,1,대야동,1-44
2,1,대야동,1-50
2,1,대야동,1-51
2,1,대야동,1-52
2,1,대야동,1-53
2,1,대야동,1-57
2,1,대야동,1-59
2,1,대야동,1-60
2,1,대야동,1-61
2,1,대야동,1-62
2,1,대야동,1-63
2,1,대야동,1-120
2,1,대야동,1-122
2,1,대야동,1-126
2,1,대야동,1-128
2,1,대야동,1-129
2,1,대야동,1-136
2,1,대야동,1-149
2,1,대야동,1-168
2,1,대야동,3
2,2,대야동,7-27
2,2,대야동,7-56
2,2,대야동,7-104
2,2,대야동,7-123
2,2,대야동,7-159
2,2,대야동,7-318
2,2,대야동,7-321
2,2,대야동,7-323
2,2,대야동,7-324
2,2,대야동,7-331
2,2,대야동,7-337
2,2,대야동,7-338
2,2,대야동,7-340
2,2,대야동,7-341
2,2,대야동,7-342
2,2,대야동,7-343
2,2,대야동,7-345
2,2,대야동,7-346
2,2,대야동,7-347
2,2,대야동,7-348
2,2,대야동,7-349
2,2,대야동,7-350
2,2,대야동,7-351
2,2,대야동,7-356
2,2,대야동,7-357
2,2,대야동,7-358
2,2,대야동,7-359
2,2,대야동,7-362
2,3,대야동,1-71
2,3,대야동,1-76
2,3,대야동,6
2,3,대야동,9
2,3,대야동,10
2,3,대야동,11
2,3,대야동,25
2,3,대야동,26
2,3,대야동,28
2,3,대야동,30
2,3,대야동,31
2,3,대야동,32
2,3,대야동,33
2,3,대야동,34
2,3,대야동,35
6,1,계수동,133
6,1,계수동,산19
6,1,계수동,산23
6,1,계수동,산45
6,1,계수동,산67
6,2,계수동,248
6,2,계수동,249
6,2,계수동,250
6,2,계수동,253
6,2,계수동,267
6,2,계수동,278
6,3,계수동,202
6,3,계수동,223
6,3,계수동,224
6,3,계수동,247
6,4,계수동,144
6,4,계수동,148
6,4,계수동,151
6,4,계수동,153
6,4,계수동,165
6,4,계수동,169
7,1,계수동,534
7,1,계수동,540
7,1,계수동,554
7,1,계수동,555
7,1,계수동,556
7,1,계수동,572
7,1,계수동,578
7,1,계수동,580
7,1,계수동,582
7,2,계수동,584
7,2,계수동,591
7,2,계수동,599
7,2,계수동,601
7,2,계수동,606
7,2,계수동,607
7,2,계수동,609
7,2,계수동,610
7,2,계수동,611
7,2,계수동,612
7,2,계수동,614
7,2,계수동,616
7,3,계수동,617
7,3,계수동,621
7,3,계수동,641
7,3,계수동,642
7,3,계수동,645
7,3,계수동,646
7,3,계수동,650
7,3,계수동,653
7,3,계수동,655
7,3,계수동,656
7,3,계수동,658
7,3,계수동,661
7,3,계수동,665
7,3,계수동,산41
8,1,계수동,85
8,2,계수동,323
8,2,계수동,331
8,2,계수동,343
8,2,계수동,산102
9,1,계수동,482
9,1,계수동,484
9,1,계수동,485
9,1,계수동,488
9,1,계수동,489
9,1,계수동,490
9,1,계수동,504
9,1,계수동,505
9,1,계수동,516-1
9,1,계수동,517
9,1,계수동,526
9,1,계수동,527
9,1,계수동,531
9,1,계수동,산73
9,1,계수동,산75
9,1,계수동,산77
9,1,계수동,산80
9,1,계수동,산81
9,1,계수동,산84-2
9,2,계수동,387
9,2,계수동,390
9,2,계수동,393
9,2,계수동,398
9,2,계수동,404
9,2,계수동,405
9,2,계수동,413
9,2,계수동,434
9,2,계수동,435
9,2,계수동,436
9,2,계수동,442
9,2,계수동,443
9,2,계수동,447
9,2,계수동,448
9,2,계수동,449
9,2,계수동,450
9,2,계수동,산86
9,2,계수동,산87
9,2,계수동,산88
9,2,계수동,산89
9,2,계수동,산90
9,2,계수동,산91
9,2,계수동,산92
9,2,계수동,산93
9,2,계수동,산94
9,2,계수동,산95
9,2,계수동,산96
9,2,계수동,산97
9,2,계수동,산98
9,2,계수동,산99
9,2,계수동,산100
9,2,계수동,산101
9,2,계수동,산111
9,2,계수동,산112
9,2,계수동,산113
9,2,계수동,산114
9,2,계수동,산115
9,2,계수동,산116
9,2,계수동,산117
9,2,계수동,산118
9,2,계수동,산120
9,2,계수동,산121
9,2,계수동,산122
9,2,계수동,산123
9,2,계수동,산126
9,2,계수동,산127
9,2,계수동,산128
14,1,대야동,571
14,1,대야동,572
14,1,대야동,573
14,1,대야동,575
14,1,대야동,577
14,1,대야동,578
14,1,대야동,579
14,2,대야동,580
14,2,대야동,581
14,2,대야동,582
14,2,대야동,583
19,4,대야동,360-15
28,4,대야동,361-10
28,4,대야동,396-1
28,4,대야동,396-3
28,4,대야동,396-6
30,2,대야동,362-2
30,2,대야동,362-3
30,2,대야동,362-6
30,2,대야동,362-7
30,2,대야동,362-8
31,4,대야동,529-6
31,4,대야동,529-8
31,4,대야동,529-9
31,4,대야동,529-10
31,4,대야동,529-11
31,4,대야동,529-12
31,4,대야동,529-13
31,4,대야동,529-14
31,4,대야동,529-15
31,4,대야동,529-16
31,4,대야동,529-17
31,4,대야동,529-18
31,4,대야동,529-19
31,4,대야동,529-20
31,4,대야동,529-21
31,4,대야동,529-22
31,4,대야동,529-23
31,4,대야동,529-24
31,4,대야동,529-25
31,4,대야동,529-26
31,4,대야동,529-27
31,4,대야동,529-28
31,4,대야동,529-29
31,4,대야동,529-30
31,4,대야동,529-31
31,4,대야동,529-32
31,4,대야동,529-33
31,4,대야동,529-34
31,4,대야동,529-35
31,4,대야동,529-36
31,4,대야동,529-37
31,4,대야동,529-38
31,4,대야동,529-39
31,4,대야동,529-40
31,4,대야동,529-41
31,4,대야동,529-42
31,4,대야동,529-43
31,4,대야동,529-44
31,4,대야동,529-45
31,4,대야동,529-46
31,4,대야동,529-47
31,4,대야동,529-48
31,4,대야동,529-49
31,4,대야동,529-50
31,4,대야동,529-51
31,4,대야동,529-52
31,4,대야동,529-53
31,4,대야동,529-54
31,4,대야동,529-55
31,4,대야동,529-56
31,4,대야동,529-57
31,4,대야동,529-58
31,4,대야동,529-59
31,4,대야동,529-60
31,4,대야동,529-61
31,4,대야동,529-62
31,4,대야동,529-63
31,4,대야동,529-64
31,4,대야동,529-65
31,4,대야동,529-66
31,4,대야동,529-67
31,4,대야동,529-68
31,4,대야동,529-69
31,4,대야동,529-70
31,4,대야동,529-71
31,4,대야동,529-72
31,4,대야동,529-73
31,4,대야동,529-74
31,4,대야동,529-75
31,4,대야동,529-76
31,4,대야동,529-77
31,4,대야동,529-78
31,4,대야동,529-79
31,4,대야동,529-80
31,4,대야동,529-81
31,4,대야동,529-82
31,4,대야동,529-83
31,4,대야동,529-84
31,4,대야동,529-85
31,4,대야동,529-86
31,4,대야동,529-87
31,4,대야동,529-88
31,4,대야동,529-89
31,4,대야동,529-90
31,4,대야동,529-91
31,4,대야동,529-92
31,4,대야동,529-93
31,4,대야동,529-94
31,4,대야동,529-95
31,4,대야동,529-96
31,4,대야동,529-97
31,4,대야동,529-98
31,4,대야동,529-99
31,4,대야동,529-100
31,4,대야동,529-101
31,4,대야동,529-102
31,4,대야동,529-103
31,4,대야동,529-104
31,4,대야동,529-105
31,4,대야동,529-106
31,4,대야동,529-107
31,4,대야동,529-108
31,4,대야동,529-109
31,4,대야동,529-110
31,4,대야동,529-111
31,4,대야동,529-112
31,4,대야동,529-113
31,4,대야동,529-114
31,4,대야동,529-115
31,4,대야동,529-116
31,4,대야동,529-117
31,4,대야동,529-118
31,4,대야동,529-119
31,4,대야동,529-120
31,4,대야동,529-121
31,4,대야동,529-122
31,4,대야동,529-123
31,4,대야동,529-124
31,4,대야동,529-125
31,4,대야동,529-126
31,4,대야동,529-127
31,4,대야동,529-128
31,4,대야동,529-129
31,4,대야동,529-130
31,4,대야동,529-131
31,4,대야동,529-132
31,4,대야동,529-133
31,4,대야동,529-134
31,4,대야동,529-135
31,4,대야동,529-136
31,4,대야동,529-137
31,4,대야동,529-138
31,4,대야동,529-139
31,4,대야동,529-140
31,4,대야동,529-141
31,4,대야동,529-142
31,4,대야동,529-143
31,4,대야동,529-144
31,4,대야동,529-145
31,4,대야동,529-146
31,4,대야동,529-147
31,4,대야동,529-148
31,4,대야동,529-149
31,4,대야동,529-150
31,4,대야동,529-151
31,4,대야동,529-152
31,4,대야동,529-153
31,4,대야동,529-154
31,4,대야동,529-155
31,4,대야동,529-156
31,4,대야동,529-157
31,4,대야동,529-158
31,4,대야동,529-159
31,4,대야동,529-160
31,4,대야동,529-161
31,4,대야동,529-162
31,4,대야동,529-163
31,4,대야동,529-164
31,4,대야동,529-165
31,4,대야동,529-166
31,4,대야동,529-167
31,4,대야동,529-168
31,4,대야동,529-169
31,4,대야동,529-170
31,4,대야동,529-171
31,4,대야동,529-172
31,4,대야동,529-173
31,4,대야동,529-174
31,4,대야동,529-175
31,4,대야동,529-176
31,4,대야동,529-177
31,4,대야동,529-178
31,4,대야동,529-179
31,4,대야동,529-180
31,4,대야동,529-181
31,4,대야동,529-182
31,4,대야동,529-183
31,4,대야동,529-184
31,4,대야동,529-185
31,4,대야동,529-186
31,4,대야동,529-187
31,4,대야동,529-188
31,4,대야동,529-189
31,4,대야동,529-190
31,4,대야동,529-191
31,4,대야동,529-192
31,4,대야동,529-193
31,4,대야동,529-194
31,4,대야동,529-195
31,4,대야동,529-196
31,4,대야동,529-197
31,4,대야동,529-198
31,4,대야동,529-199
31,4,대야동,529-200
31,4,대야동,529-201
31,4,대야동,529-202
31,4,대야동,529-203
31,4,대야동,529-204
31,4,대야동,529-205
31,4,대야동,529-206
31,4,대야동,529-207
31,4,대야동,529-208
31,4,대야동,529-209
31,4,대야동,529-210
31,4,대야동,529-211
31,4,대야동,529-212
31,4,대야동,529-213
31,4,대야동,529-214
31,4,대야동,529-215
31,4,대야동,529-216
31,4,대야동,529-217
31,4,대야동,529-218
31,4,대야동,529-219
31,4,대야동,529-220
31,4,대야동,529-221
31,4,대야동,529-222
31,4,대야동,529-223
31,4,대야동,529-224
31,4,대야동,529-225
31,4,대야동,529-226
31,4,대야동,529-227
31,4,대야동,529-228
31,4,대야동,529-229
31,4,대야동,529-230
31,4,대야동,529-231
31,4,대야동,529-232
31,4,대야동,529-233
31,4,대야동,529-234
31,4,대야동,529-235
31,4,대야동,529-236
31,4,대야동,529-237
31,4,대야동,529-238
31,4,대야동,529-239
31,4,대야동,529-240
31,4,대야동,529-241
31,4,대야동,529-242
31,4,대야동,529-243
31,4,대야동,529-244
31,4,대야동,529-245
31,4,대야동,529-246
31,4,대야동,529-247
31,4,대야동,529-248
31,4,대야동,529-249
31,4,대야동,529-250
31,4,대야동,529-251
31,4,대야동,529-252
31,4,대야동,529-253
31,4,대야동,529-254
31,4,대야동,529-255
31,4,대야동,529-256
31,4,대야동,529-257
31,4,대야동,529-258
31,4,대야동,529-259
31,4,대야동,529-260
31,4,대야동,529-261
31,4,대야동,529-262
31,4,대야동,529-263
31,4,대야동,529-264
31,4,대야동,529-265
31,4,대야동,529-266
31,4,대야동,529-267
31,4,대야동,529-268
31,4,대야동,529-269
31,4,대야동,529-270
31,4,대야동,529-271
31,4,대야동,529-272
31,4,대야동,529-273
31,4,대야동,529-274
31,4,대야동,529-275
31,4,대야동,529-276
31,4,대야동,529-277
31,4,대야동,529-278
31,4,대야동,529-279
31,4,대야동,529-280
31,4,대야동,529-281
31,4,대야동,529-282
31,4,대야동,529-283
31,4,대야동,529-284
31,4,대야동,529-285
31,4,대야동,529-286
31,4,대야동,529-287
31,4,대야동,529-288
31,4,대야동,529-289
31,4,대야동,529-290
31,4,대야동,529-291
31,4,대야동,529-292
31,4,대야동,529-293
31,4,대야동,529-294
31,4,대야동,529-295
31,4,대야동,529-296
31,4,대야동,529-297
31,4,대야동,529-298
31,4,대야동,529-299
31,4,대야동,529-300
31,4,대야동,529-301
31,4,대야동,529-302
31,4,대야동,529-303
31,4,대야동,529-304
31,4,대야동,529-305
31,4,대야동,529-306
31,4,대야동,529-307
31,4,대야동,529-308
31,4,대야동,529-309
31,4,대야동,529-310
31,4,대야동,529-311
31,4,대야동,529-312
31,4,대야동,529-313
31,4,대야동,529-314
31,4,대야동,529-315
31,4,대야동,529-316
31,4,대야동,529-317
31,4,대야동,529-318
31,4,대야동,529-319
31,4,대야동,529-320
31,4,대야동,529-321
31,4,대야동,529-322
31,4,대야동,529-323
31,4,대야동,529-324
31,4,대야동,529-325
31,4,대야동,529-326
31,4,대야동,529-327
31,4,대야동,529-328
31,4,대야동,529-329
31,4,대야동,529-330
31,4,대야동,529-331
31,4,대야동,529-332
31,4,대야동,529-333
31,4,대야동,529-334
31,4,대야동,529-335
31,4,대야동,529-336
31,4,대야동,529-337
31,4,대야동,529-338
31,4,대야동,529-339
31,4,대야동,529-340
31,4,대야동,529-341
31,4,대야동,529-342
31,4,대야동,529-343
31,4,대야동,529-344
31,4,대야동,529-345
31,4,대야동,529-346
31,4,대야동,529-347
31,4,대야동,529-348
31,4,대야동,529-349
31,4,대야동,529-350
31,4,대야동,529-351
31,4,대야동,529-352
31,4,대야동,529-353
31,4,대야동,529-354
31,4,대야동,529-355
31,4,대야동,529-356
31,4,대야동,529-357
31,4,대야동,529-358
31,4,대야동,529-359
31,4,대야동,529-360
31,4,대야동,529-361
31,4,대야동,529-362
31,4,대야동,529-363
31,4,대야동,529-364
31,4,대야동,529-365
31,4,대야동,529-366
31,4,대야동,529-367
31,4,대야동,529-368
31,4,대야동,529-369
31,4,대야동,529-370
31,4,대야동,529-371
31,4,대야동,529-372
31,4,대야동,529-373
31,4,대야동,529-374
31,4,대야동,529-375
31,4,대야동,529-376
31,4,대야동,529-377
31,4,대야동,529-378
31,4,대야동,529-379
31,4,대야동,529-380
31,4,대야동,529-381
31,4,대야동,529-382
31,4,대야동,529-383
31,4,대야동,529-384
31,4,대야동,529-385
31,4,대야동,529-386
31,4,대야동,529-387
31,4,대야동,529-388
31,4,대야동,529-389
31,4,대야동,529-390
31,4,대야동,529-391
31,4,대야동,529-392
31,4,대야동,529-393
31,4,대야동,529-394
31,4,대야동,529-395
31,4,대야동,529-396
31,4,대야동,529-397
31,4,대야동,529-398
31,4,대야동,529-399
31,4,대야동,529-400
31,4,대야동,529-401
31,4,대야동,529-402
31,4,대야동,529-403
31,4,대야동,529-404
31,4,대야동,529-405
31,4,대야동,529-406
31,4,대야동,529-407
31,4,대야동,529-408
31,4,대야동,529-409
31,4,대야동,529-410
31,4,대야동,529-411
31,4,대야동,529-412
31,4,대야동,529-413
31,4,대야동,529-414
31,4,대야동,529-415
31,4,대야동,529-416
31,4,대야동,529-417
31,4,대야동,529-418
31,4,대야동,529-419
31,4,대야동,529-420
31,4,대야동,529-421
31,4,대야동,529-422
31,4,대야동,529-423
31,4,대야동,529-424
31,4,대야동,529-425
31,4,대야동,529-426
31,4,대야동,529-427
31,4,대야동,529-428
31,4,대야동,529-429
31,4,대야동,529-430
31,4,대야동,529-431
31,4,대야동,529-432
31,4,대야동,529-433
31,4,대야동,529-434
31,4,대야동,529-435
31,4,대야동,529-436
31,4,대야동,529-437
31,4,대야동,529-438
31,4,대야동,529-439
31,4,대야동,529-440
31,4,대야동,529-441
31,4,대야동,529-442
31,4,대야동,529-443
31,4,대야동,529-444
31,4,대야동,529-445
31,4,대야동,529-446
31,4,대야동,529-447
31,4,대야동,529-448
31,4,대야동,529-449
31,4,대야동,529-450
31,4,대야동,529-451
31,4,대야동,529-452
31,4,대야동,529-453
31,4,대야동,529-454
31,4,대야동,529-455
31,4,대야동,529-456
31,4,대야동,529-457
31,4,대야동,529-458
31,4,대야동,529-459
31,4,대야동,529-460
